"Team","Conference","ID","Season"
"Denver","Summit League",451632,"2018-19"
"Detroit Mercy","Horizon",451633,"2018-19"
"Drake","MVC",451634,"2018-19"
"Drexel","CAA",451635,"2018-19"
"Duke","ACC",451636,"2018-19"
"Duquesne","Atlantic 10",451637,"2018-19"
"ETSU","SoCon",451639,"2018-19"
"East Carolina","AAC",451638,"2018-19"
"Eastern Ill.","OVC",451640,"2018-19"
"Eastern Ky.","OVC",451641,"2018-19"
"Eastern Mich.","MAC",451642,"2018-19"
"Eastern Wash.","Big Sky",451643,"2018-19"
"Elon","CAA",451892,"2018-19"
"Evansville","MVC",451644,"2018-19"
"FGCU","ASUN",451909,"2018-19"
"FIU","C-USA",451649,"2018-19"
"Fairfield","MAAC",451645,"2018-19"
"Fairleigh Dickinson","NEC",451646,"2018-19"
"Fla. Atlantic","C-USA",451648,"2018-19"
"Florida","SEC",451651,"2018-19"
"Florida A&M","MEAC",451647,"2018-19"
"Florida St.","ACC",451650,"2018-19"
"Fordham","Atlantic 10",451652,"2018-19"
"Fresno St.","Mountain West",451597,"2018-19"
"Furman","SoCon",451653,"2018-19"
"Ga. Southern","Sun Belt",451657,"2018-19"
"Gardner-Webb","Big South",451893,"2018-19"
"George Mason","Atlantic 10",451654,"2018-19"
"George Washington","Atlantic 10",451655,"2018-19"
"Georgetown","Big East",451656,"2018-19"
"Georgia","SEC",451660,"2018-19"
"Georgia St.","Sun Belt",451658,"2018-19"
"Georgia Tech","ACC",451659,"2018-19"
"Gonzaga","WCC",451661,"2018-19"
"Grambling","SWAC",451662,"2018-19"
"Grand Canyon","WAC",451894,"2018-19"
"Green Bay","Horizon",451882,"2018-19"
"Hampton","Big South",451663,"2018-19"
"Hartford","America East",451664,"2018-19"
"Harvard","Ivy League",451665,"2018-19"
"Hawaii","Big West",451666,"2018-19"
"High Point","Big South",451906,"2018-19"
"Hofstra","CAA",451667,"2018-19"
"Holy Cross","Patriot",451668,"2018-19"
"Houston","AAC",451670,"2018-19"
"Houston Baptist","Southland",451669,"2018-19"
"Howard","MEAC",451671,"2018-19"
"IUPUI","Horizon",451899,"2018-19"
"Idaho","Big Sky",451673,"2018-19"
"Idaho St.","Big Sky",451672,"2018-19"
"Illinois","Big Ten",451675,"2018-19"
"Illinois St.","MVC",451674,"2018-19"
"Indiana","Big Ten",451678,"2018-19"
"Indiana St.","MVC",451677,"2018-19"
"Iona","MAAC",451680,"2018-19"
"Iowa","Big Ten",451682,"2018-19"
"Iowa St.","Big 12",451681,"2018-19"
"Jackson St.","SWAC",451683,"2018-19"
"Jacksonville","ASUN",451685,"2018-19"
"Jacksonville St.","OVC",451684,"2018-19"
"James Madison","CAA",451686,"2018-19"
"Kansas","Big 12",451688,"2018-19"
"Kansas City","WAC",451900,"2018-19"
"Kansas St.","Big 12",451687,"2018-19"
"Kennesaw St.","ASUN",451895,"2018-19"
"Kent St.","MAC",451689,"2018-19"
"Kentucky","SEC",451690,"2018-19"
"LIU","NEC",451696,"2018-19"
"LMU (CA)","WCC",451703,"2018-19"
"LSU","SEC",451698,"2018-19"
"La Salle","Atlantic 10",451691,"2018-19"
"Lafayette","Patriot",451692,"2018-19"
"Lamar University","Southland",451693,"2018-19"
"Lehigh","Patriot",451694,"2018-19"
"Liberty","ASUN",451695,"2018-19"
"Lipscomb","ASUN",451908,"2018-19"
"Little Rock","Sun Belt",451576,"2018-19"
"Long Beach St.","Big West",451599,"2018-19"
"Longwood","Big South",451697,"2018-19"
"Louisiana","Sun Belt",451832,"2018-19"
"Louisiana Tech","C-USA",451699,"2018-19"
"Louisville","ACC",451700,"2018-19"
"Loyola Chicago","MVC",451704,"2018-19"
"Loyola Maryland","Patriot",451702,"2018-19"
"Maine","America East",451705,"2018-19"
"Manhattan","MAAC",451706,"2018-19"
"Marist","MAAC",451707,"2018-19"
"Marquette","Big East",451708,"2018-19"
"Marshall","C-USA",451709,"2018-19"
"Maryland","Big Ten",451711,"2018-19"
"Massachusetts","Atlantic 10",451713,"2018-19"
"McNeese","Southland",451714,"2018-19"
"Memphis","AAC",451715,"2018-19"
"Mercer","SoCon",451716,"2018-19"
"Miami (FL)","ACC",451718,"2018-19"
"Miami (OH)","MAC",451717,"2018-19"
"Michigan","Big Ten",451720,"2018-19"
"Michigan St.","Big Ten",451719,"2018-19"
"Middle Tenn.","C-USA",451721,"2018-19"
"Milwaukee","Horizon",451884,"2018-19"
"Minnesota","Big Ten",451722,"2018-19"
"Mississippi St.","SEC",451723,"2018-19"
"Mississippi Val.","SWAC",451724,"2018-19"
"Missouri","SEC",451726,"2018-19"
"Missouri St.","MVC",451830,"2018-19"
"Monmouth","MAAC",451727,"2018-19"
"Montana","Big Sky",451729,"2018-19"
"Montana St.","Big Sky",451728,"2018-19"
"Morehead St.","OVC",451730,"2018-19"
"Morgan St.","MEAC",451731,"2018-19"
"Mount St. Mary's","NEC",451732,"2018-19"
"Murray St.","OVC",451733,"2018-19"
"N.C. A&T","MEAC",451751,"2018-19"
"N.C. Central","MEAC",451752,"2018-19"
"NC State","ACC",451753,"2018-19"
"NJIT","ASUN",451744,"2018-19"
"Navy","Patriot",451859,"2018-19"
"Nebraska","Big Ten",451739,"2018-19"
"Nevada","Mountain West",451742,"2018-19"
"New Hampshire","America East",451743,"2018-19"
"New Mexico","Mountain West",451746,"2018-19"
"New Mexico St.","WAC",451745,"2018-19"
"New Orleans","Southland",451747,"2018-19"
"Niagara","MAAC",451748,"2018-19"
"Nicholls","Southland",451749,"2018-19"
"Norfolk St.","MEAC",451750,"2018-19"
"North Ala.","ASUN",452005,"2018-19"
"North Carolina","ACC",451735,"2018-19"
"North Dakota","Summit League",451755,"2018-19"
"North Dakota St.","Summit League",451754,"2018-19"
"North Florida","ASUN",451901,"2018-19"
"North Texas","C-USA",451756,"2018-19"
"Northeastern","CAA",451758,"2018-19"
"Northern Ariz.","Big Sky",451759,"2018-19"
"Northern Colo.","Big Sky",451760,"2018-19"
"Northern Ill.","MAC",451761,"2018-19"
"Northern Ky.","Horizon",451763,"2018-19"
"Northwestern","Big Ten",451765,"2018-19"
"Northwestern St.","Southland",451764,"2018-19"
"Notre Dame","ACC",451766,"2018-19"
"Oakland","Horizon",451767,"2018-19"
"Ohio","MAC",451769,"2018-19"
"Ohio St.","Big Ten",451768,"2018-19"
"Oklahoma","Big 12",451771,"2018-19"
"Oklahoma St.","Big 12",451770,"2018-19"
"Old Dominion","C-USA",451772,"2018-19"
"Ole Miss","SEC",451725,"2018-19"
"Omaha","Summit League",451740,"2018-19"
"Oral Roberts","Summit League",451773,"2018-19"
"Oregon","Pac-12",451775,"2018-19"
"Oregon St.","Pac-12",451774,"2018-19"
"Pacific","WCC",451776,"2018-19"
"Penn","Ivy League",451779,"2018-19"
"Penn St.","Big Ten",451778,"2018-19"
"Pepperdine","WCC",451780,"2018-19"
"Pittsburgh","ACC",451781,"2018-19"
"Portland","WCC",451783,"2018-19"
"Portland St.","Big Sky",451782,"2018-19"
"Prairie View","SWAC",451784,"2018-19"
"Presbyterian","Big South",451896,"2018-19"
"Princeton","Ivy League",451785,"2018-19"
"Providence","Big East",451786,"2018-19"
"Purdue","Big Ten",451787,"2018-19"
"Purdue Fort Wayne","Summit League",451679,"2018-19"
"Quinnipiac","MAAC",451788,"2018-19"
"Radford","Big South",451789,"2018-19"
"Rhode Island","Atlantic 10",451790,"2018-19"
"Rice","C-USA",451791,"2018-19"
"Richmond","Atlantic 10",451792,"2018-19"
"Rider","MAAC",451793,"2018-19"
"Robert Morris","NEC",451794,"2018-19"
"Rutgers","Big Ten",451795,"2018-19"
"SFA","Southland",451834,"2018-19"
"SIUE","OVC",451825,"2018-19"
"SMU","AAC",451826,"2018-19"
"Sacramento St.","Big Sky",451601,"2018-19"
"Sacred Heart","NEC",451796,"2018-19"
"Saint Francis (PA)","NEC",451799,"2018-19"
"Saint Joseph's","Atlantic 10",451801,"2018-19"
"Saint Louis","Atlantic 10",451802,"2018-19"
"Saint Mary's (CA)","WCC",451803,"2018-19"
"Saint Peter's","MAAC",451804,"2018-19"
"Sam Houston","Southland",451805,"2018-19"
"Samford","SoCon",451806,"2018-19"
"San Diego","WCC",451808,"2018-19"
"San Diego St.","Mountain West",451807,"2018-19"
"San Francisco","WCC",451809,"2018-19"
"San Jose St.","Mountain West",451810,"2018-19"
"Santa Clara","WCC",451811,"2018-19"
"Savannah St.","MEAC",451812,"2018-19"
"Seattle U","WAC",451897,"2018-19"
"Seton Hall","Big East",451813,"2018-19"
"Siena","MAAC",451814,"2018-19"
"South Alabama","Sun Belt",451815,"2018-19"
"South Carolina","SEC",451817,"2018-19"
"South Carolina St.","MEAC",451816,"2018-19"
"South Dakota","Summit League",451819,"2018-19"
"South Dakota St.","Summit League",451818,"2018-19"
"South Fla.","AAC",451820,"2018-19"
"Southeast Mo. St.","OVC",451821,"2018-19"
"Southeastern La.","Southland",451822,"2018-19"
"Southern California","Pac-12",451823,"2018-19"
"Southern Ill.","MVC",451824,"2018-19"
"Southern Miss.","C-USA",451827,"2018-19"
"Southern U.","SWAC",451828,"2018-19"
"Southern Utah","Big Sky",451829,"2018-19"
"St. Bonaventure","Atlantic 10",451797,"2018-19"
"St. Francis Brooklyn","NEC",451798,"2018-19"
"St. John's (NY)","Big East",451800,"2018-19"
"Stanford","Pac-12",451833,"2018-19"
"Stetson","ASUN",451835,"2018-19"
"Stony Brook","America East",451836,"2018-19"
"Syracuse","ACC",451837,"2018-19"
"TCU","Big 12",451845,"2018-19"
"Temple","AAC",451838,"2018-19"
"Tennessee","SEC",451842,"2018-19"
"Tennessee St.","OVC",451839,"2018-19"
"Tennessee Tech","OVC",451840,"2018-19"
"Texas","Big 12",451849,"2018-19"
"Texas A&M","SEC",451844,"2018-19"
"Texas Southern","SWAC",451846,"2018-19"
"Texas St.","Sun Belt",451831,"2018-19"
"Texas Tech","Big 12",451847,"2018-19"
"Toledo","MAC",451852,"2018-19"
"Towson","CAA",451853,"2018-19"
"Troy","Sun Belt",451854,"2018-19"
"Tulane","AAC",451855,"2018-19"
"Tulsa","AAC",451856,"2018-19"
"UAB","C-USA",451567,"2018-19"
"UC Davis","Big West",451604,"2018-19"
"UC Irvine","Big West",451605,"2018-19"
"UC Riverside","Big West",451607,"2018-19"
"UC Santa Barbara","Big West",451602,"2018-19"
"UCF","AAC",451611,"2018-19"
"UCLA","Pac-12",451606,"2018-19"
"UConn","AAC",451622,"2018-19"
"UIC","Horizon",451676,"2018-19"
"UIW","Southland",451902,"2018-19"
"ULM","Sun Belt",451757,"2018-19"
"UMBC","America East",451710,"2018-19"
"UMES","MEAC",451712,"2018-19"
"UMass Lowell","America East",451701,"2018-19"
"UNC Asheville","Big South",451734,"2018-19"
"UNC Greensboro","SoCon",451737,"2018-19"
"UNCW","CAA",451738,"2018-19"
"UNI","MVC",451762,"2018-19"
"UNLV","Mountain West",451741,"2018-19"
"USC Upstate","Big South",451904,"2018-19"
"UT Arlington","Sun Belt",451848,"2018-19"
"UT Martin","OVC",451843,"2018-19"
"UTEP","C-USA",451850,"2018-19"
"UTRGV","WAC",451777,"2018-19"
"UTSA","C-USA",451851,"2018-19"
"Utah","Pac-12",451861,"2018-19"
"Utah St.","Mountain West",451860,"2018-19"
"Utah Valley","WAC",451910,"2018-19"
"VCU","Atlantic 10",451866,"2018-19"
"Valparaiso","MVC",451862,"2018-19"
"Vanderbilt","SEC",451863,"2018-19"
"Vermont","America East",451864,"2018-19"
"Villanova","Big East",451865,"2018-19"
"Virginia","ACC",451868,"2018-19"
"Virginia Tech","ACC",451867,"2018-19"
"Wagner","NEC",451869,"2018-19"
"Wake Forest","ACC",451870,"2018-19"
"Washington","Pac-12",451872,"2018-19"
"Washington St.","Pac-12",451871,"2018-19"
"Weber St.","Big Sky",451873,"2018-19"
"West Virginia","Big 12",451874,"2018-19"
"Western Caro.","SoCon",451875,"2018-19"
"Western Ill.","Summit League",451876,"2018-19"
"Western Ky.","C-USA",451877,"2018-19"
"Western Mich.","MAC",451878,"2018-19"
"Wichita St.","AAC",451879,"2018-19"
"William & Mary","CAA",451880,"2018-19"
"Winthrop","Big South",451881,"2018-19"
"Wisconsin","Big Ten",451883,"2018-19"
"Wofford","SoCon",451903,"2018-19"
"Wright St.","Horizon",451885,"2018-19"
"Wyoming","Mountain West",451886,"2018-19"
"Xavier","Big East",451887,"2018-19"
"Yale","Ivy League",451888,"2018-19"
"Youngstown St.","Horizon",451889,"2018-19"
"A&M-Corpus Christi","Southland",484452,"2019-20"
"Abilene Christian","Southland",483774,"2019-20"
"Air Force","Mountain West",484359,"2019-20"
"Akron","MAC",483776,"2019-20"
"Alabama","SEC",483782,"2019-20"
"Alabama A&M","SWAC",483778,"2019-20"
"Alabama St.","SWAC",483780,"2019-20"
"Albany (NY)","America East",483786,"2019-20"
"Alcorn","SWAC",483788,"2019-20"
"American","Patriot",483790,"2019-20"
"App State","Sun Belt",483792,"2019-20"
"Arizona","Pac-12",483796,"2019-20"
"Arizona St.","Pac-12",483794,"2019-20"
"Ark.-Pine Bluff","SWAC",484440,"2019-20"
"Arkansas","SEC",483800,"2019-20"
"Arkansas St.","Sun Belt",483798,"2019-20"
"Army West Point","Patriot",484360,"2019-20"
"Auburn","SEC",483804,"2019-20"
"Austin Peay","OVC",483806,"2019-20"
"BYU","WCC",483827,"2019-20"
"Ball St.","MAC",483808,"2019-20"
"Baylor","Big 12",483811,"2019-20"
"Belmont","OVC",484450,"2019-20"
"Bethune-Cookman","MEAC",483813,"2019-20"
"Binghamton","America East",483815,"2019-20"
"Boise St.","Mountain West",483817,"2019-20"
"Boston College","ACC",483819,"2019-20"
"Boston U.","Patriot",483821,"2019-20"
"Bowling Green","MAC",483823,"2019-20"
"Bradley","MVC",483825,"2019-20"
"Brown","Ivy League",483829,"2019-20"
"Bryant","NEC",483831,"2019-20"
"Bucknell","Patriot",483833,"2019-20"
"Buffalo","MAC",483835,"2019-20"
"Butler","Big East",483837,"2019-20"
"CSU Bakersfield","WAC",483841,"2019-20"
"CSUN","Big West",483849,"2019-20"
"Cal Poly","Big West",483839,"2019-20"
"Cal St. Fullerton","Big West",483845,"2019-20"
"California","Pac-12",483854,"2019-20"
"California Baptist","WAC",483770,"2019-20"
"Campbell","Big South",483873,"2019-20"
"Canisius","MAAC",483875,"2019-20"
"Central Ark.","Southland",484424,"2019-20"
"Central Conn. St.","NEC",483877,"2019-20"
"Central Mich.","MAC",483881,"2019-20"
"Charleston So.","Big South",483810,"2019-20"
"Charlotte","C-USA",484115,"2019-20"
"Chattanooga","SoCon",484333,"2019-20"
"Chicago St.","WAC",483883,"2019-20"
"Cincinnati","AAC",483885,"2019-20"
"Clemson","ACC",483887,"2019-20"
"Cleveland St.","Horizon",483889,"2019-20"
"Coastal Carolina","Sun Belt",483891,"2019-20"
"Col. of Charleston","CAA",484426,"2019-20"
"Colgate","Patriot",483893,"2019-20"
"Colorado","Pac-12",483897,"2019-20"
"Colorado St.","Mountain West",483895,"2019-20"
"Columbia","Ivy League",483899,"2019-20"
"Coppin St.","MEAC",483902,"2019-20"
"Cornell","Ivy League",483904,"2019-20"
"Creighton","Big East",483906,"2019-20"
"Dartmouth","Ivy League",483908,"2019-20"
"Davidson","Atlantic 10",483910,"2019-20"
"Dayton","Atlantic 10",483912,"2019-20"
"DePaul","Big East",483914,"2019-20"
"Delaware","CAA",483918,"2019-20"
"Delaware St.","MEAC",483916,"2019-20"
"Denver","Summit League",483920,"2019-20"
"Detroit Mercy","Horizon",483922,"2019-20"
"Drake","MVC",483923,"2019-20"
"Drexel","CAA",483925,"2019-20"
"Duke","ACC",483927,"2019-20"
"Duquesne","Atlantic 10",483929,"2019-20"
"ETSU","SoCon",483933,"2019-20"
"East Carolina","AAC",483931,"2019-20"
"Eastern Ill.","OVC",483935,"2019-20"
"Eastern Ky.","OVC",483937,"2019-20"
"Eastern Mich.","MAC",483939,"2019-20"
"Eastern Wash.","Big Sky",483941,"2019-20"
"Elon","CAA",484428,"2019-20"
"Evansville","MVC",483943,"2019-20"
"FGCU","ASUN",484454,"2019-20"
"FIU","C-USA",483953,"2019-20"
"Fairfield","MAAC",483945,"2019-20"
"Fairleigh Dickinson","NEC",483947,"2019-20"
"Fla. Atlantic","C-USA",483950,"2019-20"
"Florida","SEC",483958,"2019-20"
"Florida A&M","MEAC",483948,"2019-20"
"Florida St.","ACC",483955,"2019-20"
"Fordham","Atlantic 10",483959,"2019-20"
"Fresno St.","Mountain West",483843,"2019-20"
"Furman","SoCon",483962,"2019-20"
"Ga. Southern","Sun Belt",483970,"2019-20"
"Gardner-Webb","Big South",484430,"2019-20"
"George Mason","Atlantic 10",483964,"2019-20"
"George Washington","Atlantic 10",483966,"2019-20"
"Georgetown","Big East",483968,"2019-20"
"Georgia","SEC",483976,"2019-20"
"Georgia St.","Sun Belt",483972,"2019-20"
"Georgia Tech","ACC",483974,"2019-20"
"Gonzaga","WCC",483978,"2019-20"
"Grambling","SWAC",483980,"2019-20"
"Grand Canyon","WAC",484431,"2019-20"
"Green Bay","Horizon",484407,"2019-20"
"Hampton","Big South",483982,"2019-20"
"Hartford","America East",483984,"2019-20"
"Harvard","Ivy League",483986,"2019-20"
"Hawaii","Big West",483988,"2019-20"
"High Point","Big South",484451,"2019-20"
"Hofstra","CAA",483990,"2019-20"
"Holy Cross","Patriot",483992,"2019-20"
"Houston","AAC",483996,"2019-20"
"Houston Baptist","Southland",483994,"2019-20"
"Howard","MEAC",483998,"2019-20"
"IUPUI","Horizon",484442,"2019-20"
"Idaho","Big Sky",484002,"2019-20"
"Idaho St.","Big Sky",484000,"2019-20"
"Illinois","Big Ten",484006,"2019-20"
"Illinois St.","MVC",484004,"2019-20"
"Indiana","Big Ten",484012,"2019-20"
"Indiana St.","MVC",484010,"2019-20"
"Iona","MAAC",484015,"2019-20"
"Iowa","Big Ten",484020,"2019-20"
"Iowa St.","Big 12",484018,"2019-20"
"Jackson St.","SWAC",484022,"2019-20"
"Jacksonville","ASUN",484026,"2019-20"
"Jacksonville St.","OVC",484024,"2019-20"
"James Madison","CAA",484027,"2019-20"
"Kansas","Big 12",484031,"2019-20"
"Kansas City","WAC",484444,"2019-20"
"Kansas St.","Big 12",484029,"2019-20"
"Kennesaw St.","ASUN",484433,"2019-20"
"Kent St.","MAC",484033,"2019-20"
"Kentucky","SEC",484035,"2019-20"
"LIU","NEC",484048,"2019-20"
"LMU (CA)","WCC",484061,"2019-20"
"LSU","SEC",484052,"2019-20"
"La Salle","Atlantic 10",484037,"2019-20"
"Lafayette","Patriot",484039,"2019-20"
"Lamar University","Southland",484041,"2019-20"
"Lehigh","Patriot",484043,"2019-20"
"Liberty","ASUN",484046,"2019-20"
"Lipscomb","ASUN",484453,"2019-20"
"Little Rock","Sun Belt",483802,"2019-20"
"Long Beach St.","Big West",483847,"2019-20"
"Longwood","Big South",484050,"2019-20"
"Louisiana","Sun Belt",484314,"2019-20"
"Louisiana Tech","C-USA",484054,"2019-20"
"Louisville","ACC",484056,"2019-20"
"Loyola Chicago","MVC",484063,"2019-20"
"Loyola Maryland","Patriot",484060,"2019-20"
"Maine","America East",484065,"2019-20"
"Manhattan","MAAC",484067,"2019-20"
"Marist","MAAC",484069,"2019-20"
"Marquette","Big East",484071,"2019-20"
"Marshall","C-USA",484073,"2019-20"
"Maryland","Big Ten",484075,"2019-20"
"Massachusetts","Atlantic 10",484077,"2019-20"
"McNeese","Southland",484078,"2019-20"
"Memphis","AAC",484079,"2019-20"
"Mercer","SoCon",484080,"2019-20"
"Merrimack","NEC",484794,"2019-20"
"Miami (FL)","ACC",484082,"2019-20"
"Miami (OH)","MAC",484081,"2019-20"
"Michigan","Big Ten",484084,"2019-20"
"Michigan St.","Big Ten",484083,"2019-20"
"Middle Tenn.","C-USA",484086,"2019-20"
"Milwaukee","Horizon",484412,"2019-20"
"Minnesota","Big Ten",484088,"2019-20"
"Mississippi St.","SEC",484090,"2019-20"
"Mississippi Val.","SWAC",484091,"2019-20"
"Missouri","SEC",484095,"2019-20"
"Missouri St.","MVC",484310,"2019-20"
"Monmouth","MAAC",484097,"2019-20"
"Montana","Big Sky",484101,"2019-20"
"Montana St.","Big Sky",484099,"2019-20"
"Morehead St.","OVC",484103,"2019-20"
"Morgan St.","MEAC",484105,"2019-20"
"Mount St. Mary's","NEC",484107,"2019-20"
"Murray St.","OVC",484109,"2019-20"
"N.C. A&T","MEAC",484145,"2019-20"
"N.C. Central","MEAC",484148,"2019-20"
"NC State","ACC",484150,"2019-20"
"NJIT","ASUN",484131,"2019-20"
"Navy","Patriot",484361,"2019-20"
"Nebraska","Big Ten",484121,"2019-20"
"Nevada","Mountain West",484127,"2019-20"
"New Hampshire","America East",484129,"2019-20"
"New Mexico","Mountain West",484135,"2019-20"
"New Mexico St.","WAC",484133,"2019-20"
"New Orleans","Southland",484136,"2019-20"
"Niagara","MAAC",484138,"2019-20"
"Nicholls","Southland",484141,"2019-20"
"Norfolk St.","MEAC",484144,"2019-20"
"North Ala.","ASUN",483772,"2019-20"
"North Carolina","ACC",484113,"2019-20"
"North Dakota","Summit League",484154,"2019-20"
"North Dakota St.","Summit League",484152,"2019-20"
"North Florida","ASUN",484446,"2019-20"
"North Texas","C-USA",484156,"2019-20"
"Northeastern","CAA",484160,"2019-20"
"Northern Ariz.","Big Sky",484161,"2019-20"
"Northern Colo.","Big Sky",484163,"2019-20"
"Northern Ill.","MAC",484165,"2019-20"
"Northern Ky.","Horizon",484169,"2019-20"
"Northwestern","Big Ten",484173,"2019-20"
"Northwestern St.","Southland",484171,"2019-20"
"Notre Dame","ACC",484175,"2019-20"
"Oakland","Horizon",484177,"2019-20"
"Ohio","MAC",484181,"2019-20"
"Ohio St.","Big Ten",484179,"2019-20"
"Oklahoma","Big 12",484185,"2019-20"
"Oklahoma St.","Big 12",484183,"2019-20"
"Old Dominion","C-USA",484187,"2019-20"
"Ole Miss","SEC",484093,"2019-20"
"Omaha","Summit League",484123,"2019-20"
"Oral Roberts","Summit League",484189,"2019-20"
"Oregon","Pac-12",484193,"2019-20"
"Oregon St.","Pac-12",484191,"2019-20"
"Pacific","WCC",484194,"2019-20"
"Penn","Ivy League",484200,"2019-20"
"Penn St.","Big Ten",484198,"2019-20"
"Pepperdine","WCC",484202,"2019-20"
"Pittsburgh","ACC",484204,"2019-20"
"Portland","WCC",484208,"2019-20"
"Portland St.","Big Sky",484206,"2019-20"
"Prairie View","SWAC",484210,"2019-20"
"Presbyterian","Big South",484435,"2019-20"
"Princeton","Ivy League",484211,"2019-20"
"Providence","Big East",484213,"2019-20"
"Purdue","Big Ten",484215,"2019-20"
"Purdue Fort Wayne","Summit League",484014,"2019-20"
"Quinnipiac","MAAC",484217,"2019-20"
"Radford","Big South",484219,"2019-20"
"Rhode Island","Atlantic 10",484221,"2019-20"
"Rice","C-USA",484223,"2019-20"
"Richmond","Atlantic 10",484225,"2019-20"
"Rider","MAAC",484227,"2019-20"
"Robert Morris","NEC",484238,"2019-20"
"Rutgers","Big Ten",484240,"2019-20"
"SFA","Southland",484318,"2019-20"
"SIUE","OVC",484299,"2019-20"
"SMU","AAC",484302,"2019-20"
"Sacramento St.","Big Sky",483850,"2019-20"
"Sacred Heart","NEC",484242,"2019-20"
"Saint Francis (PA)","NEC",484248,"2019-20"
"Saint Joseph's","Atlantic 10",484251,"2019-20"
"Saint Louis","Atlantic 10",484253,"2019-20"
"Saint Mary's (CA)","WCC",484255,"2019-20"
"Saint Peter's","MAAC",484257,"2019-20"
"Sam Houston","Southland",484260,"2019-20"
"Samford","SoCon",484262,"2019-20"
"San Diego","WCC",484266,"2019-20"
"San Diego St.","Mountain West",484264,"2019-20"
"San Francisco","WCC",484268,"2019-20"
"San Jose St.","Mountain West",484270,"2019-20"
"Santa Clara","WCC",484272,"2019-20"
"Seattle U","WAC",484438,"2019-20"
"Seton Hall","Big East",484276,"2019-20"
"Siena","MAAC",484278,"2019-20"
"South Alabama","Sun Belt",484280,"2019-20"
"South Carolina","SEC",484284,"2019-20"
"South Carolina St.","MEAC",484282,"2019-20"
"South Dakota","Summit League",484288,"2019-20"
"South Dakota St.","Summit League",484286,"2019-20"
"South Fla.","AAC",484290,"2019-20"
"Southeast Mo. St.","OVC",484292,"2019-20"
"Southeastern La.","Southland",484294,"2019-20"
"Southern California","Pac-12",484296,"2019-20"
"Southern Ill.","MVC",484298,"2019-20"
"Southern Miss.","C-USA",484304,"2019-20"
"Southern U.","SWAC",484306,"2019-20"
"Southern Utah","Big Sky",484307,"2019-20"
"St. Bonaventure","Atlantic 10",484244,"2019-20"
"St. Francis Brooklyn","NEC",484246,"2019-20"
"St. John's (NY)","Big East",484250,"2019-20"
"Stanford","Pac-12",484316,"2019-20"
"Stetson","ASUN",484320,"2019-20"
"Stony Brook","America East",484322,"2019-20"
"Syracuse","ACC",484325,"2019-20"
"TCU","Big 12",484341,"2019-20"
"Temple","AAC",484327,"2019-20"
"Tennessee","SEC",484335,"2019-20"
"Tennessee St.","OVC",484329,"2019-20"
"Tennessee Tech","OVC",484331,"2019-20"
"Texas","Big 12",484350,"2019-20"
"Texas A&M","SEC",484339,"2019-20"
"Texas Southern","SWAC",484343,"2019-20"
"Texas St.","Sun Belt",484312,"2019-20"
"Texas Tech","Big 12",484345,"2019-20"
"Toledo","MAC",484354,"2019-20"
"Towson","CAA",484355,"2019-20"
"Troy","Sun Belt",484356,"2019-20"
"Tulane","AAC",484357,"2019-20"
"Tulsa","AAC",484358,"2019-20"
"UAB","C-USA",483784,"2019-20"
"UC Davis","Big West",483856,"2019-20"
"UC Irvine","Big West",483858,"2019-20"
"UC Riverside","Big West",483862,"2019-20"
"UC Santa Barbara","Big West",483852,"2019-20"
"UCF","AAC",483879,"2019-20"
"UCLA","Pac-12",483860,"2019-20"
"UConn","AAC",483901,"2019-20"
"UIC","Horizon",484008,"2019-20"
"UIW","Southland",484447,"2019-20"
"ULM","Sun Belt",484158,"2019-20"
"UMBC","America East",484074,"2019-20"
"UMES","MEAC",484076,"2019-20"
"UMass Lowell","America East",484058,"2019-20"
"UNC Asheville","Big South",484111,"2019-20"
"UNC Greensboro","SoCon",484117,"2019-20"
"UNCW","CAA",484119,"2019-20"
"UNI","MVC",484167,"2019-20"
"UNLV","Mountain West",484125,"2019-20"
"USC Upstate","Big South",484449,"2019-20"
"UT Arlington","Sun Belt",484347,"2019-20"
"UT Martin","OVC",484337,"2019-20"
"UTEP","C-USA",484352,"2019-20"
"UTRGV","WAC",484196,"2019-20"
"UTSA","C-USA",484353,"2019-20"
"Utah","Pac-12",484366,"2019-20"
"Utah St.","Mountain West",484364,"2019-20"
"Utah Valley","WAC",484456,"2019-20"
"VCU","Atlantic 10",484376,"2019-20"
"Valparaiso","MVC",484368,"2019-20"
"Vanderbilt","SEC",484370,"2019-20"
"Vermont","America East",484372,"2019-20"
"Villanova","Big East",484374,"2019-20"
"Virginia","ACC",484380,"2019-20"
"Virginia Tech","ACC",484378,"2019-20"
"Wagner","NEC",484382,"2019-20"
"Wake Forest","ACC",484384,"2019-20"
"Washington","Pac-12",484388,"2019-20"
"Washington St.","Pac-12",484386,"2019-20"
"Weber St.","Big Sky",484390,"2019-20"
"West Virginia","Big 12",484392,"2019-20"
"Western Caro.","SoCon",484394,"2019-20"
"Western Ill.","Summit League",484395,"2019-20"
"Western Ky.","C-USA",484397,"2019-20"
"Western Mich.","MAC",484399,"2019-20"
"Wichita St.","AAC",484400,"2019-20"
"William & Mary","CAA",484401,"2019-20"
"Winthrop","Big South",484405,"2019-20"
"Wisconsin","Big Ten",484409,"2019-20"
"Wofford","SoCon",484448,"2019-20"
"Wright St.","Horizon",484414,"2019-20"
"Wyoming","Mountain West",484416,"2019-20"
"Xavier","Big East",484418,"2019-20"
