"Team","Conference","ID","Season"
"South Fla.","AAC",111197,"2017-18"
"Southeast Mo. St.","OVC",111198,"2017-18"
"Southeastern La.","Southland",111199,"2017-18"
"Southern California","Pac-12",111200,"2017-18"
"Southern Ill.","MVC",111201,"2017-18"
"Southern Miss.","C-USA",111204,"2017-18"
"Southern U.","SWAC",111205,"2017-18"
"Southern Utah","Big Sky",111206,"2017-18"
"St. Bonaventure","Atlantic 10",111174,"2017-18"
"St. Francis Brooklyn","NEC",111175,"2017-18"
"St. John's (NY)","Big East",111177,"2017-18"
"Stanford","Pac-12",111210,"2017-18"
"Stetson","ASUN",111212,"2017-18"
"Stony Brook","America East",111213,"2017-18"
"Syracuse","ACC",111214,"2017-18"
"TCU","Big 12",111222,"2017-18"
"Temple","AAC",111215,"2017-18"
"Tennessee","SEC",111219,"2017-18"
"Tennessee St.","OVC",111216,"2017-18"
"Tennessee Tech","OVC",111217,"2017-18"
"Texas","Big 12",111226,"2017-18"
"Texas A&M","SEC",111221,"2017-18"
"Texas Southern","SWAC",111223,"2017-18"
"Texas St.","Sun Belt",111208,"2017-18"
"Texas Tech","Big 12",111224,"2017-18"
"The Citadel","SoCon",110991,"2017-18"
"Toledo","MAC",111229,"2017-18"
"Towson","CAA",111230,"2017-18"
"Troy","Sun Belt",111231,"2017-18"
"Tulane","AAC",111232,"2017-18"
"Tulsa","AAC",111233,"2017-18"
"UAB","C-USA",110943,"2017-18"
"UAlbany","America East",110944,"2017-18"
"UC Davis","Big West",110980,"2017-18"
"UC Irvine","Big West",110981,"2017-18"
"UC Riverside","Big West",110983,"2017-18"
"UC Santa Barbara","Big West",110978,"2017-18"
"UCF","AAC",110987,"2017-18"
"UCLA","Pac-12",110982,"2017-18"
"UConn","AAC",110999,"2017-18"
"UIC","Horizon",111053,"2017-18"
"UIW","Southland",111280,"2017-18"
"ULM","Sun Belt",111134,"2017-18"
"UMBC","America East",111087,"2017-18"
"UMES","MEAC",111089,"2017-18"
"UMass Lowell","America East",111078,"2017-18"
"UNC Asheville","Big South",111111,"2017-18"
"UNC Greensboro","SoCon",111114,"2017-18"
"UNCW","CAA",111115,"2017-18"
"UNI","MVC",111139,"2017-18"
"UNLV","MWC",111118,"2017-18"
"USC Upstate","ASUN",111282,"2017-18"
"UT Arlington","Sun Belt",111225,"2017-18"
"UT Martin","OVC",111220,"2017-18"
"UTEP","C-USA",111227,"2017-18"
"UTRGV","WAC",111154,"2017-18"
"UTSA","C-USA",111228,"2017-18"
"Utah","Pac-12",111238,"2017-18"
"Utah St.","MWC",111237,"2017-18"
"Utah Valley","WAC",111288,"2017-18"
"VCU","Atlantic 10",111243,"2017-18"
"VMI","SoCon",111244,"2017-18"
"Valparaiso","MVC",111239,"2017-18"
"Vanderbilt","SEC",111240,"2017-18"
"Vermont","America East",111241,"2017-18"
"Villanova","Big East",111242,"2017-18"
"Virginia","ACC",111246,"2017-18"
"Virginia Tech","ACC",111245,"2017-18"
"Wagner","NEC",111247,"2017-18"
"Wake Forest","ACC",111248,"2017-18"
"Washington","Pac-12",111250,"2017-18"
"Washington St.","Pac-12",111249,"2017-18"
"Weber St.","Big Sky",111251,"2017-18"
"West Virginia","Big 12",111252,"2017-18"
"Western Caro.","SoCon",111253,"2017-18"
"Western Ill.","Summit League",111254,"2017-18"
"Western Ky.","C-USA",111255,"2017-18"
"Western Mich.","MAC",111256,"2017-18"
"Wichita St.","AAC",111257,"2017-18"
"William & Mary","CAA",111258,"2017-18"
"Winthrop","Big South",111259,"2017-18"
"Wisconsin","Big Ten",111261,"2017-18"
"Wofford","SoCon",111281,"2017-18"
"Wright St.","Horizon",111263,"2017-18"
"Wyoming","MWC",111264,"2017-18"
"Xavier","Big East",111265,"2017-18"
"Yale","Ivy League",111266,"2017-18"
"Youngstown St.","Horizon",111267,"2017-18"
"A&M-Corpus Christi","Southland",42723,"2016-17"
"Abilene Christian","Southland",42376,"2016-17"
"Air Force","MWC",42672,"2016-17"
"Akron","MAC",42377,"2016-17"
"Alabama","SEC",42380,"2016-17"
"Alabama A&M","SWAC",42378,"2016-17"
"Alabama St.","SWAC",42379,"2016-17"
"Alcorn","SWAC",42383,"2016-17"
"American","Patriot",42384,"2016-17"
"App State","Sun Belt",42385,"2016-17"
"Arizona","Pac-12",42387,"2016-17"
"Arizona St.","Pac-12",42386,"2016-17"
"Ark.-Pine Bluff","SWAC",42714,"2016-17"
"Arkansas","SEC",42389,"2016-17"
"Arkansas St.","Sun Belt",42388,"2016-17"
"Army West Point","Patriot",42673,"2016-17"
"Auburn","SEC",42391,"2016-17"
"Austin Peay","OVC",42392,"2016-17"
"BYU","WCC",42403,"2016-17"
"Ball St.","MAC",42393,"2016-17"
"Baylor","Big 12",42395,"2016-17"
"Belmont","OVC",42721,"2016-17"
"Bethune-Cookman","MEAC",42396,"2016-17"
"Binghamton","America East",42397,"2016-17"
"Boise St.","MWC",42398,"2016-17"
"Boston College","ACC",42399,"2016-17"
"Boston U.","Patriot",42400,"2016-17"
"Bowling Green","MAC",42401,"2016-17"
"Bradley","MVC",42402,"2016-17"
"Brown","Ivy League",42404,"2016-17"
"Bryant","NEC",42405,"2016-17"
"Bucknell","Patriot",42406,"2016-17"
"Buffalo","MAC",42407,"2016-17"
"Butler","Big East",42408,"2016-17"
"CSU Bakersfield","WAC",42410,"2016-17"
"CSUN","Big West",42414,"2016-17"
"Cal Poly","Big West",42409,"2016-17"
"Cal St. Fullerton","Big West",42412,"2016-17"
"California","Pac-12",42417,"2016-17"
"Campbell","Big South",42422,"2016-17"
"Canisius","MAAC",42423,"2016-17"
"Central Ark.","Southland",42706,"2016-17"
"Central Conn. St.","NEC",42424,"2016-17"
"Central Mich.","MAC",42426,"2016-17"
"Charleston So.","Big South",42394,"2016-17"
"Charlotte","C-USA",42551,"2016-17"
"Chattanooga","SoCon",42656,"2016-17"
"Chicago St.","WAC",42427,"2016-17"
"Cincinnati","AAC",42428,"2016-17"
"Clemson","ACC",42430,"2016-17"
"Cleveland St.","Horizon",42431,"2016-17"
"Coastal Carolina","Sun Belt",42432,"2016-17"
"Col. of Charleston","CAA",42707,"2016-17"
"Colgate","Patriot",42433,"2016-17"
"Colorado","Pac-12",42435,"2016-17"
"Colorado St.","MWC",42434,"2016-17"
"Columbia","Ivy League",42436,"2016-17"
"Coppin St.","MEAC",42438,"2016-17"
"Cornell","Ivy League",42439,"2016-17"
"Creighton","Big East",42440,"2016-17"
"Dartmouth","Ivy League",42441,"2016-17"
"Davidson","Atlantic 10",42442,"2016-17"
"Dayton","Atlantic 10",42443,"2016-17"
"DePaul","Big East",42444,"2016-17"
"Delaware","CAA",42446,"2016-17"
"Delaware St.","MEAC",42445,"2016-17"
"Denver","Summit League",42447,"2016-17"
"Detroit Mercy","Horizon",42448,"2016-17"
"Drake","MVC",42449,"2016-17"
"Drexel","CAA",42450,"2016-17"
"Duke","ACC",42451,"2016-17"
"Duquesne","Atlantic 10",42452,"2016-17"
"ETSU","SoCon",42454,"2016-17"
"East Carolina","AAC",42453,"2016-17"
"Eastern Ill.","OVC",42455,"2016-17"
"Eastern Ky.","OVC",42456,"2016-17"
"Eastern Mich.","MAC",42457,"2016-17"
"Eastern Wash.","Big Sky",42458,"2016-17"
"Elon","CAA",42708,"2016-17"
"Evansville","MVC",42459,"2016-17"
"FGCU","ASUN",42725,"2016-17"
"FIU","C-USA",42464,"2016-17"
"Fairfield","MAAC",42460,"2016-17"
"Fairleigh Dickinson","NEC",42461,"2016-17"
"Fla. Atlantic","C-USA",42463,"2016-17"
"Florida","SEC",42466,"2016-17"
"Florida A&M","MEAC",42462,"2016-17"
"Florida St.","ACC",42465,"2016-17"
"Fordham","Atlantic 10",42467,"2016-17"
"Fresno St.","MWC",42411,"2016-17"
"Furman","SoCon",42468,"2016-17"
"Ga. Southern","Sun Belt",42472,"2016-17"
"Gardner-Webb","Big South",42709,"2016-17"
"George Mason","Atlantic 10",42469,"2016-17"
"George Washington","Atlantic 10",42470,"2016-17"
"Georgetown","Big East",42471,"2016-17"
"Georgia","SEC",42475,"2016-17"
"Georgia St.","Sun Belt",42473,"2016-17"
"Georgia Tech","ACC",42474,"2016-17"
"Gonzaga","WCC",42476,"2016-17"
"Grambling","SWAC",42477,"2016-17"
"Grand Canyon","WAC",42710,"2016-17"
"Green Bay","Horizon",42698,"2016-17"
"Hampton","Big South",42478,"2016-17"
"Hartford","America East",42479,"2016-17"
"Harvard","Ivy League",42480,"2016-17"
"Hawaii","Big West",42481,"2016-17"
"High Point","Big South",42722,"2016-17"
"Hofstra","CAA",42482,"2016-17"
"Holy Cross","Patriot",42483,"2016-17"
"Houston","AAC",42485,"2016-17"
"Houston Christian","Southland",42484,"2016-17"
"Howard","MEAC",42486,"2016-17"
"IUPUI","Horizon",42715,"2016-17"
"Idaho","Big Sky",42488,"2016-17"
"Idaho St.","Big Sky",42487,"2016-17"
"Illinois","Big Ten",42490,"2016-17"
"Illinois St.","MVC",42489,"2016-17"
"Indiana","Big Ten",42493,"2016-17"
"Indiana St.","MVC",42492,"2016-17"
"Iona","MAAC",42495,"2016-17"
"Iowa","Big Ten",42497,"2016-17"
"Iowa St.","Big 12",42496,"2016-17"
"Jackson St.","SWAC",42498,"2016-17"
"Jacksonville","ASUN",42500,"2016-17"
"Jacksonville St.","OVC",42499,"2016-17"
"James Madison","CAA",42501,"2016-17"
"Kansas","Big 12",42503,"2016-17"
"Kansas City","WAC",42716,"2016-17"
"Kansas St.","Big 12",42502,"2016-17"
"Kennesaw St.","ASUN",42711,"2016-17"
"Kent St.","MAC",42504,"2016-17"
"Kentucky","SEC",42505,"2016-17"
"LIU Brooklyn","NEC",42511,"2016-17"
"LMU (CA)","WCC",42518,"2016-17"
"LSU","SEC",42513,"2016-17"
"La Salle","Atlantic 10",42506,"2016-17"
"Lafayette","Patriot",42507,"2016-17"
"Lamar University","Southland",42508,"2016-17"
"Lehigh","Patriot",42509,"2016-17"
"Liberty","ASUN",42510,"2016-17"
"Lipscomb","ASUN",42724,"2016-17"
"Little Rock","Sun Belt",42390,"2016-17"
"Long Beach St.","Big West",42413,"2016-17"
"Longwood","Big South",42512,"2016-17"
"Louisiana","Sun Belt",42647,"2016-17"
"Louisiana Tech","C-USA",42514,"2016-17"
"Louisville","ACC",42515,"2016-17"
"Loyola Chicago","MVC",42519,"2016-17"
"Loyola Maryland","Patriot",42517,"2016-17"
"Maine","America East",42520,"2016-17"
"Manhattan","MAAC",42521,"2016-17"
"Marist","MAAC",42522,"2016-17"
"Marquette","Big East",42523,"2016-17"
"Marshall","C-USA",42524,"2016-17"
"Maryland","Big Ten",42526,"2016-17"
"Massachusetts","Atlantic 10",42528,"2016-17"
"McNeese","Southland",42529,"2016-17"
"Memphis","AAC",42530,"2016-17"
"Mercer","SoCon",42531,"2016-17"
"Miami (FL)","ACC",42533,"2016-17"
"Miami (OH)","MAC",42532,"2016-17"
"Michigan","Big Ten",42535,"2016-17"
"Michigan St.","Big Ten",42534,"2016-17"
"Middle Tenn.","C-USA",42536,"2016-17"
"Milwaukee","Horizon",42700,"2016-17"
"Minnesota","Big Ten",42537,"2016-17"
"Mississippi St.","SEC",42538,"2016-17"
"Mississippi Val.","SWAC",42539,"2016-17"
"Missouri","SEC",42541,"2016-17"
"Missouri St.","MVC",42645,"2016-17"
"Monmouth","MAAC",42542,"2016-17"
"Montana","Big Sky",42544,"2016-17"
"Montana St.","Big Sky",42543,"2016-17"
"Morehead St.","OVC",42545,"2016-17"
"Morgan St.","MEAC",42546,"2016-17"
"Mount St. Mary's","NEC",42547,"2016-17"
"Murray St.","OVC",42548,"2016-17"
"N.C. A&T","MEAC",42566,"2016-17"
"N.C. Central","MEAC",42567,"2016-17"
"NC State","ACC",42568,"2016-17"
"NIU","MAC",42576,"2016-17"
"NJIT","ASUN",42559,"2016-17"
"Navy","Patriot",42674,"2016-17"
"Nebraska","Big Ten",42554,"2016-17"
"Nevada","MWC",42557,"2016-17"
"New Hampshire","America East",42558,"2016-17"
"New Mexico","MWC",42561,"2016-17"
"New Mexico St.","WAC",42560,"2016-17"
"New Orleans","Southland",42562,"2016-17"
"Niagara","MAAC",42563,"2016-17"
"Nicholls","Southland",42564,"2016-17"
"Norfolk St.","MEAC",42565,"2016-17"
"North Carolina","ACC",42550,"2016-17"
"North Dakota","Summit League",42570,"2016-17"
"North Dakota St.","Summit League",42569,"2016-17"
"North Florida","ASUN",42717,"2016-17"
"North Texas","C-USA",42571,"2016-17"
"Northeastern","CAA",42573,"2016-17"
"Northern Ariz.","Big Sky",42574,"2016-17"
"Northern Colo.","Big Sky",42575,"2016-17"
"Northern Ky.","Horizon",42578,"2016-17"
"Northwestern","Big Ten",42580,"2016-17"
"Northwestern St.","Southland",42579,"2016-17"
"Notre Dame","ACC",42581,"2016-17"
"Oakland","Horizon",42582,"2016-17"
"Ohio","MAC",42584,"2016-17"
"Ohio St.","Big Ten",42583,"2016-17"
"Oklahoma","Big 12",42586,"2016-17"
"Oklahoma St.","Big 12",42585,"2016-17"
"Old Dominion","C-USA",42587,"2016-17"
"Ole Miss","SEC",42540,"2016-17"
"Omaha","Summit League",42555,"2016-17"
"Oral Roberts","Summit League",42588,"2016-17"
"Oregon","Pac-12",42590,"2016-17"
"Oregon St.","Pac-12",42589,"2016-17"
"Pacific","WCC",42591,"2016-17"
"Penn","Ivy League",42594,"2016-17"
"Penn St.","Big Ten",42593,"2016-17"
"Pepperdine","WCC",42595,"2016-17"
"Pittsburgh","ACC",42596,"2016-17"
"Portland","WCC",42598,"2016-17"
"Portland St.","Big Sky",42597,"2016-17"
"Prairie View","SWAC",42599,"2016-17"
"Presbyterian","Big South",42712,"2016-17"
"Princeton","Ivy League",42600,"2016-17"
"Providence","Big East",42601,"2016-17"
"Purdue","Big Ten",42602,"2016-17"
"Purdue Fort Wayne","Summit League",42494,"2016-17"
"Quinnipiac","MAAC",42603,"2016-17"
"Radford","Big South",42604,"2016-17"
"Rhode Island","Atlantic 10",42605,"2016-17"
"Rice","C-USA",42606,"2016-17"
"Richmond","Atlantic 10",42607,"2016-17"
"Rider","MAAC",42608,"2016-17"
"Robert Morris","NEC",42609,"2016-17"
"Rutgers","Big Ten",42610,"2016-17"
"SFA","Southland",42649,"2016-17"
"SIUE","OVC",42640,"2016-17"
"SMU","AAC",42641,"2016-17"
"Sacramento St.","Big Sky",42415,"2016-17"
"Sacred Heart","NEC",42611,"2016-17"
"Saint Francis (PA)","NEC",42614,"2016-17"
"Saint Joseph's","Atlantic 10",42616,"2016-17"
"Saint Louis","Atlantic 10",42617,"2016-17"
"Saint Mary's (CA)","WCC",42618,"2016-17"
"Saint Peter's","MAAC",42619,"2016-17"
"Sam Houston","Southland",42620,"2016-17"
"Samford","SoCon",42621,"2016-17"
"San Diego","WCC",42623,"2016-17"
"San Diego St.","MWC",42622,"2016-17"
"San Francisco","WCC",42624,"2016-17"
"San Jose St.","MWC",42625,"2016-17"
"Santa Clara","WCC",42626,"2016-17"
"Savannah St.","MEAC",42627,"2016-17"
"Seattle U","WAC",42713,"2016-17"
"Seton Hall","Big East",42628,"2016-17"
"Siena","MAAC",42629,"2016-17"
"South Alabama","Sun Belt",42630,"2016-17"
"South Carolina","SEC",42632,"2016-17"
"South Carolina St.","MEAC",42631,"2016-17"
"South Dakota","Summit League",42634,"2016-17"
"South Dakota St.","Summit League",42633,"2016-17"
"South Fla.","AAC",42635,"2016-17"
"Southeast Mo. St.","OVC",42636,"2016-17"
"Southeastern La.","Southland",42637,"2016-17"
"Southern California","Pac-12",42638,"2016-17"
"Southern Ill.","MVC",42639,"2016-17"
"Southern Miss.","C-USA",42642,"2016-17"
"Southern U.","SWAC",42643,"2016-17"
"Southern Utah","Big Sky",42644,"2016-17"
"St. Bonaventure","Atlantic 10",42612,"2016-17"
"St. Francis Brooklyn","NEC",42613,"2016-17"
"St. John's (NY)","Big East",42615,"2016-17"
"Stanford","Pac-12",42648,"2016-17"
"Stetson","ASUN",42650,"2016-17"
"Stony Brook","America East",42651,"2016-17"
"Syracuse","ACC",42652,"2016-17"
"TCU","Big 12",42660,"2016-17"
"Temple","AAC",42653,"2016-17"
"Tennessee","SEC",42657,"2016-17"
"Tennessee St.","OVC",42654,"2016-17"
"Tennessee Tech","OVC",42655,"2016-17"
"Texas","Big 12",42664,"2016-17"
"Texas A&M","SEC",42659,"2016-17"
"Texas Southern","SWAC",42661,"2016-17"
"Texas St.","Sun Belt",42646,"2016-17"
"Texas Tech","Big 12",42662,"2016-17"
"The Citadel","SoCon",42429,"2016-17"
"Toledo","MAC",42667,"2016-17"
"Towson","CAA",42668,"2016-17"
"Troy","Sun Belt",42669,"2016-17"
"Tulane","AAC",42670,"2016-17"
"Tulsa","AAC",42671,"2016-17"
"UAB","C-USA",42381,"2016-17"
"UAlbany","America East",42382,"2016-17"
"UC Davis","Big West",42418,"2016-17"
"UC Irvine","Big West",42419,"2016-17"
"UC Riverside","Big West",42421,"2016-17"
"UC Santa Barbara","Big West",42416,"2016-17"
"UCF","AAC",42425,"2016-17"
"UCLA","Pac-12",42420,"2016-17"
"UConn","AAC",42437,"2016-17"
"UIC","Horizon",42491,"2016-17"
"UIW","Southland",42718,"2016-17"
"ULM","Sun Belt",42572,"2016-17"
"UMBC","America East",42525,"2016-17"
"UMES","MEAC",42527,"2016-17"
"UMass Lowell","America East",42516,"2016-17"
"UNC Asheville","Big South",42549,"2016-17"
"UNC Greensboro","SoCon",42552,"2016-17"
"UNCW","CAA",42553,"2016-17"
"UNI","MVC",42577,"2016-17"
"UNLV","MWC",42556,"2016-17"
"USC Upstate","Big South",42720,"2016-17"
"UT Arlington","Sun Belt",42663,"2016-17"
"UT Martin","OVC",42658,"2016-17"
"UTEP","C-USA",42665,"2016-17"
"UTRGV","WAC",42592,"2016-17"
"UTSA","C-USA",42666,"2016-17"
"Utah","Pac-12",42676,"2016-17"
"Utah St.","MWC",42675,"2016-17"
"Utah Valley","WAC",42726,"2016-17"
"VCU","Atlantic 10",42681,"2016-17"
"VMI","SoCon",42682,"2016-17"
"Valparaiso","MVC",42677,"2016-17"
"Vanderbilt","SEC",42678,"2016-17"
"Vermont","America East",42679,"2016-17"
"Villanova","Big East",42680,"2016-17"
"Virginia","ACC",42684,"2016-17"
"Virginia Tech","ACC",42683,"2016-17"
"Wagner","NEC",42685,"2016-17"
"Wake Forest","ACC",42686,"2016-17"
"Washington","Pac-12",42688,"2016-17"
"Washington St.","Pac-12",42687,"2016-17"
"Weber St.","Big Sky",42689,"2016-17"
"West Virginia","Big 12",42690,"2016-17"
"Western Caro.","SoCon",42691,"2016-17"
"Western Ill.","Summit League",42692,"2016-17"
"Western Ky.","C-USA",42693,"2016-17"
"Western Mich.","MAC",42694,"2016-17"
"Wichita St.","AAC",42695,"2016-17"
"William & Mary","CAA",42696,"2016-17"
"Winthrop","Big South",42697,"2016-17"
"Wisconsin","Big Ten",42699,"2016-17"
"Wofford","SoCon",42719,"2016-17"
"Wright St.","Horizon",42701,"2016-17"
"Wyoming","MWC",42702,"2016-17"
"Xavier","Big East",42703,"2016-17"
"Yale","Ivy League",42704,"2016-17"
"Youngstown St.","Horizon",42705,"2016-17"
"A&M-Corpus Christi","Southland",22078,"2015-16"
"Abilene Christian","Southland",21731,"2015-16"
"Air Force","MWC",22027,"2015-16"
"Akron","MAC",21732,"2015-16"
"Alabama","SEC",21735,"2015-16"
"Alabama A&M","SWAC",21733,"2015-16"
"Alabama St.","SWAC",21734,"2015-16"
"Alcorn","SWAC",21738,"2015-16"
"American","Patriot",21739,"2015-16"
"App State","Sun Belt",21740,"2015-16"
"Arizona","Pac-12",21742,"2015-16"
"Arizona St.","Pac-12",21741,"2015-16"
"Ark.-Pine Bluff","SWAC",22069,"2015-16"
"Arkansas","SEC",21744,"2015-16"
"Arkansas St.","Sun Belt",21743,"2015-16"
"Army West Point","Patriot",22028,"2015-16"
"Auburn","SEC",21746,"2015-16"
"Austin Peay","OVC",21747,"2015-16"
"BYU","WCC",21758,"2015-16"
"Ball St.","MAC",21748,"2015-16"
"Baylor","Big 12",21750,"2015-16"
"Belmont","OVC",22076,"2015-16"
"Bethune-Cookman","MEAC",21751,"2015-16"
"Binghamton","America East",21752,"2015-16"
"Boise St.","MWC",21753,"2015-16"
"Boston College","ACC",21754,"2015-16"
"Boston U.","Patriot",21755,"2015-16"
"Bowling Green","MAC",21756,"2015-16"
"Bradley","MVC",21757,"2015-16"
"Brown","Ivy League",21759,"2015-16"
"Bryant","NEC",21760,"2015-16"
"Bucknell","Patriot",21761,"2015-16"
"Buffalo","MAC",21762,"2015-16"
"Butler","Big East",21763,"2015-16"
"CSU Bakersfield","WAC",21765,"2015-16"
"CSUN","Big West",21769,"2015-16"
"Cal Poly","Big West",21764,"2015-16"
"Cal St. Fullerton","Big West",21767,"2015-16"
"California","Pac-12",21772,"2015-16"
"Campbell","Big South",21777,"2015-16"
"Canisius","MAAC",21778,"2015-16"
"Central Ark.","Southland",22061,"2015-16"
"Central Conn. St.","NEC",21779,"2015-16"
"Central Mich.","MAC",21781,"2015-16"
"Charleston So.","Big South",21749,"2015-16"
"Charlotte","C-USA",21906,"2015-16"
"Chattanooga","SoCon",22011,"2015-16"
"Chicago St.","WAC",21782,"2015-16"
"Cincinnati","AAC",21783,"2015-16"
"Clemson","ACC",21785,"2015-16"
"Cleveland St.","Horizon",21786,"2015-16"
"Coastal Carolina","Sun Belt",21787,"2015-16"
"Col. of Charleston","CAA",22062,"2015-16"
"Colgate","Patriot",21788,"2015-16"
"Colorado","Pac-12",21790,"2015-16"
"Colorado St.","MWC",21789,"2015-16"
"Columbia","Ivy League",21791,"2015-16"
"Coppin St.","MEAC",21793,"2015-16"
"Cornell","Ivy League",21794,"2015-16"
"Creighton","Big East",21795,"2015-16"
"Dartmouth","Ivy League",21796,"2015-16"
"Davidson","Atlantic 10",21797,"2015-16"
"Dayton","Atlantic 10",21798,"2015-16"
"DePaul","Big East",21799,"2015-16"
"Delaware","CAA",21801,"2015-16"
"Delaware St.","MEAC",21800,"2015-16"
"Denver","Summit League",21802,"2015-16"
"Detroit Mercy","Horizon",21803,"2015-16"
"Drake","MVC",21804,"2015-16"
"Drexel","CAA",21805,"2015-16"
"Duke","ACC",21806,"2015-16"
"Duquesne","Atlantic 10",21807,"2015-16"
"ETSU","SoCon",21809,"2015-16"
"East Carolina","AAC",21808,"2015-16"
"Eastern Ill.","OVC",21810,"2015-16"
"Eastern Ky.","OVC",21811,"2015-16"
"Eastern Mich.","MAC",21812,"2015-16"
"Eastern Wash.","Big Sky",21813,"2015-16"
"Elon","CAA",22063,"2015-16"
"Evansville","MVC",21814,"2015-16"
"FGCU","ASUN",22080,"2015-16"
"FIU","C-USA",21819,"2015-16"
"Fairfield","MAAC",21815,"2015-16"
"Fairleigh Dickinson","NEC",21816,"2015-16"
"Fla. Atlantic","C-USA",21818,"2015-16"
"Florida","SEC",21821,"2015-16"
"Florida A&M","MEAC",21817,"2015-16"
"Florida St.","ACC",21820,"2015-16"
"Fordham","Atlantic 10",21822,"2015-16"
"Fresno St.","MWC",21766,"2015-16"
"Furman","SoCon",21823,"2015-16"
"Ga. Southern","Sun Belt",21827,"2015-16"
"Gardner-Webb","Big South",22064,"2015-16"
"George Mason","Atlantic 10",21824,"2015-16"
"George Washington","Atlantic 10",21825,"2015-16"
"Georgetown","Big East",21826,"2015-16"
"Georgia","SEC",21830,"2015-16"
"Georgia St.","Sun Belt",21828,"2015-16"
"Georgia Tech","ACC",21829,"2015-16"
"Gonzaga","WCC",21831,"2015-16"
"Grambling","SWAC",21832,"2015-16"
"Grand Canyon","WAC",22065,"2015-16"
"Green Bay","Horizon",22053,"2015-16"
"Hampton","Big South",21833,"2015-16"
"Hartford","America East",21834,"2015-16"
"Harvard","Ivy League",21835,"2015-16"
"Hawaii","Big West",21836,"2015-16"
"High Point","Big South",22077,"2015-16"
"Hofstra","CAA",21837,"2015-16"
"Holy Cross","Patriot",21838,"2015-16"
"Houston","AAC",21840,"2015-16"
"Houston Christian","Southland",21839,"2015-16"
"Howard","MEAC",21841,"2015-16"
"IUPUI","Horizon",22070,"2015-16"
"Idaho","Big Sky",21843,"2015-16"
"Idaho St.","Big Sky",21842,"2015-16"
"Illinois","Big Ten",21845,"2015-16"
"Illinois St.","MVC",21844,"2015-16"
"Indiana","Big Ten",21848,"2015-16"
"Indiana St.","MVC",21847,"2015-16"
"Iona","MAAC",21850,"2015-16"
"Iowa","Big Ten",21852,"2015-16"
"Iowa St.","Big 12",21851,"2015-16"
"Jackson St.","SWAC",21853,"2015-16"
"Jacksonville","ASUN",21855,"2015-16"
"Jacksonville St.","OVC",21854,"2015-16"
"James Madison","CAA",21856,"2015-16"
"Kansas","Big 12",21858,"2015-16"
"Kansas City","WAC",22071,"2015-16"
"Kansas St.","Big 12",21857,"2015-16"
"Kennesaw St.","ASUN",22066,"2015-16"
"Kent St.","MAC",21859,"2015-16"
"Kentucky","SEC",21860,"2015-16"
"LIU","NEC",21866,"2015-16"
"LMU (CA)","WCC",21873,"2015-16"
"LSU","SEC",21868,"2015-16"
"La Salle","Atlantic 10",21861,"2015-16"
"Lafayette","Patriot",21862,"2015-16"
"Lamar University","Southland",21863,"2015-16"
"Lehigh","Patriot",21864,"2015-16"
"Liberty","ASUN",21865,"2015-16"
"Lipscomb","ASUN",22079,"2015-16"
"Little Rock","Sun Belt",21745,"2015-16"
"Long Beach St.","Big West",21768,"2015-16"
"Longwood","Big South",21867,"2015-16"
"Louisiana","Sun Belt",22002,"2015-16"
"Louisiana Tech","C-USA",21869,"2015-16"
"Louisville","ACC",21870,"2015-16"
"Loyola Chicago","MVC",21874,"2015-16"
"Loyola Maryland","Patriot",21872,"2015-16"
"Maine","America East",21875,"2015-16"
"Manhattan","MAAC",21876,"2015-16"
"Marist","MAAC",21877,"2015-16"
"Marquette","Big East",21878,"2015-16"
"Marshall","C-USA",21879,"2015-16"
"Maryland","Big Ten",21881,"2015-16"
"Massachusetts","Atlantic 10",21883,"2015-16"
"McNeese","Southland",21884,"2015-16"
"Memphis","AAC",21885,"2015-16"
"Mercer","SoCon",21886,"2015-16"
"Miami (FL)","ACC",21888,"2015-16"
"Miami (OH)","MAC",21887,"2015-16"
"Michigan","Big Ten",21890,"2015-16"
"Michigan St.","Big Ten",21889,"2015-16"
"Middle Tenn.","C-USA",21891,"2015-16"
"Milwaukee","Horizon",22055,"2015-16"
"Minnesota","Big Ten",21892,"2015-16"
"Mississippi St.","SEC",21893,"2015-16"
"Mississippi Val.","SWAC",21894,"2015-16"
"Missouri","SEC",21896,"2015-16"
"Missouri St.","MVC",22000,"2015-16"
"Monmouth","MAAC",21897,"2015-16"
"Montana","Big Sky",21899,"2015-16"
"Montana St.","Big Sky",21898,"2015-16"
"Morehead St.","OVC",21900,"2015-16"
"Morgan St.","MEAC",21901,"2015-16"
"Mount St. Mary's","NEC",21902,"2015-16"
"Murray St.","OVC",21903,"2015-16"
"N.C. A&T","MEAC",21921,"2015-16"
"N.C. Central","MEAC",21922,"2015-16"
"NC State","ACC",21923,"2015-16"
"NIU","MAC",21931,"2015-16"
"NJIT","ASUN",21914,"2015-16"
"Navy","Patriot",22029,"2015-16"
"Nebraska","Big Ten",21909,"2015-16"
"Nevada","MWC",21912,"2015-16"
"New Hampshire","America East",21913,"2015-16"
"New Mexico","MWC",21916,"2015-16"
"New Mexico St.","WAC",21915,"2015-16"
"New Orleans","Southland",21917,"2015-16"
"Niagara","MAAC",21918,"2015-16"
"Nicholls","Southland",21919,"2015-16"
"Norfolk St.","MEAC",21920,"2015-16"
"North Carolina","ACC",21905,"2015-16"
"North Dakota","Summit League",21925,"2015-16"
"North Dakota St.","Summit League",21924,"2015-16"
