scramble_id
1999_01_MIN_ATL_133
1999_01_MIN_ATL_1372
1999_01_MIN_ATL_4444
1999_01_MIN_ATL_5339
1999_01_MIN_ATL_5485
1999_01_PIT_CLE_570
1999_01_PIT_CLE_591
1999_01_MIA_DEN_1023
1999_01_OAK_GB_477
1999_01_OAK_GB_445
1999_01_OAK_GB_510
1999_01_OAK_GB_1690
1999_01_BUF_IND_1787
1999_01_BUF_IND_1911
1999_01_BUF_IND_2720
1999_01_BUF_IND_2789
1999_01_BUF_IND_3894
1999_01_SF_JAX_143
1999_01_SF_JAX_1788
1999_01_SF_JAX_2081
1999_01_SF_JAX_3172
1999_01_SF_JAX_3294
1999_01_SF_JAX_3339
1999_01_SF_JAX_3360
1999_01_SF_JAX_3381
1999_01_CAR_NO_1428
1999_01_CAR_NO_1703
1999_01_CAR_NO_2992
1999_01_NE_NYJ_1468
1999_01_NE_NYJ_1566
1999_01_ARI_PHI_2304
1999_01_ARI_PHI_2907
1999_01_ARI_PHI_3385
1999_01_DET_SEA_2335
1999_01_NYG_TB_430
1999_01_NYG_TB_688
1999_01_NYG_TB_1654
1999_01_NYG_TB_3309
1999_01_CIN_TEN_254
1999_01_CIN_TEN_299
1999_01_CIN_TEN_320
1999_01_CIN_TEN_407
1999_01_CIN_TEN_523
1999_01_CIN_TEN_1639
1999_01_CIN_TEN_1840
1999_01_CIN_TEN_2320
1999_01_CIN_TEN_2409
1999_01_CIN_TEN_2277
1999_01_CIN_TEN_2341
1999_01_CIN_TEN_2430
1999_01_CIN_TEN_2772
1999_01_CIN_TEN_2870
1999_01_CIN_TEN_3689
1999_01_DAL_WAS_2327
1999_02_PIT_BAL_359
1999_02_PIT_BAL_406
1999_02_PIT_BAL_427
1999_02_PIT_BAL_1864
1999_02_PIT_BAL_1923
1999_02_PIT_BAL_2566
1999_02_PIT_BAL_3542
1999_02_NYJ_BUF_1239
1999_02_NYJ_BUF_1341
1999_02_NYJ_BUF_1404
1999_02_NYJ_BUF_1462
1999_02_NYJ_BUF_1766
1999_02_NYJ_BUF_1670
1999_02_NYJ_BUF_1791
1999_02_NYJ_BUF_1832
1999_02_NYJ_BUF_3489
1999_02_NYJ_BUF_3559
1999_02_NYJ_BUF_3671
1999_02_NYJ_BUF_3925
1999_02_JAX_CAR_541
1999_02_JAX_CAR_604
1999_02_JAX_CAR_651
1999_02_JAX_CAR_672
1999_02_JAX_CAR_630
1999_02_JAX_CAR_1906
1999_02_JAX_CAR_2621
1999_02_SD_CIN_181
1999_02_SD_CIN_2059
1999_02_SD_CIN_2206
1999_02_ATL_DAL_326
1999_02_GB_DET_3329
1999_02_GB_DET_3393
1999_02_GB_DET_3449
1999_02_GB_DET_3491
1999_02_ARI_MIA_3175
1999_02_OAK_MIN_988
1999_02_OAK_MIN_1737
1999_02_OAK_MIN_1985
1999_02_OAK_MIN_2034
1999_02_OAK_MIN_2076
1999_02_IND_NE_1573
1999_02_WAS_NYG_2788
1999_02_WAS_NYG_3172
1999_02_TB_PHI_1732
1999_02_TB_PHI_1829
1999_02_TB_PHI_2148
1999_02_TB_PHI_2173
1999_02_TB_PHI_2243
1999_02_TB_PHI_2603
1999_02_TB_PHI_2767
1999_02_TB_PHI_3001
1999_02_TB_PHI_3319
1999_02_NO_SF_2991
1999_02_CLE_TEN_984
1999_02_CLE_TEN_1029
1999_02_CLE_TEN_2505
1999_02_CLE_TEN_3503
1999_02_CLE_TEN_3524
1999_03_SF_ARI_463
1999_03_SF_ARI_495
1999_03_SF_ARI_888
1999_03_SF_ARI_1869
1999_03_SF_ARI_2495
1999_03_SF_ARI_3302
1999_03_SF_ARI_3625
1999_03_CLE_BAL_234
1999_03_CLE_BAL_493
1999_03_CLE_BAL_580
1999_03_CLE_BAL_1063
1999_03_CLE_BAL_1416
1999_03_CLE_BAL_1933
1999_03_CLE_BAL_2458
1999_03_CLE_BAL_2922
1999_03_PHI_BUF_688
1999_03_PHI_BUF_1150
1999_03_PHI_BUF_1251
1999_03_PHI_BUF_1990
1999_03_PHI_BUF_2407
1999_03_PHI_BUF_2718
1999_03_PHI_BUF_3740
1999_03_PHI_BUF_3961
1999_03_CIN_CAR_649
1999_03_CIN_CAR_723
1999_03_CIN_CAR_749
1999_03_CIN_CAR_1320
1999_03_CIN_CAR_1402
1999_03_CIN_CAR_2407
1999_03_MIN_GB_1851
1999_03_MIN_GB_2784
1999_03_MIN_GB_3223
1999_03_TEN_JAX_1420
1999_03_TEN_JAX_2302
1999_03_TEN_JAX_2435
1999_03_TEN_JAX_2538
1999_03_TEN_JAX_2820
1999_03_TEN_JAX_2901
1999_03_TEN_JAX_4215
1999_03_DET_KC_57
1999_03_DET_KC_102
1999_03_DET_KC_1104
1999_03_DET_KC_1618
1999_03_DET_KC_1651
1999_03_DET_KC_2344
1999_03_DET_KC_3458
1999_03_DET_KC_3528
1999_03_NYG_NE_1650
1999_03_NYG_NE_2215
1999_03_NYG_NE_2544
1999_03_NYG_NE_2809
1999_03_WAS_NYJ_1191
1999_03_CHI_OAK_2159
1999_03_CHI_OAK_2950
1999_03_SEA_PIT_3891
1999_03_IND_SD_210
1999_03_IND_SD_2325
1999_03_IND_SD_3140
1999_03_IND_SD_3216
1999_03_IND_SD_3363
1999_03_ATL_STL_2142
1999_03_ATL_STL_2187
1999_03_ATL_STL_2232
1999_03_ATL_STL_2428
1999_03_DEN_TB_1227
1999_03_DEN_TB_2061
1999_03_DEN_TB_2134
1999_03_DEN_TB_2204
1999_03_DEN_TB_2155
1999_03_DEN_TB_2225
1999_03_DEN_TB_2481
1999_03_DEN_TB_2514
1999_04_BAL_ATL_2911
1999_04_NO_CHI_153
1999_04_NO_CHI_814
1999_04_NO_CHI_2759
1999_04_NO_CHI_3620
1999_04_NO_CHI_3695
1999_04_NO_CHI_3753
1999_04_NO_CHI_3774
1999_04_STL_CIN_360
1999_04_STL_CIN_1978
1999_04_STL_CIN_2147
1999_04_STL_CIN_3362
1999_04_NE_CLE_966
1999_04_NE_CLE_2923
1999_04_ARI_DAL_2194
1999_04_ARI_DAL_2874
1999_04_ARI_DAL_3314
1999_04_NYJ_DEN_2955
1999_04_NYJ_DEN_3651
1999_04_NYJ_DEN_3808
1999_04_BUF_MIA_921
1999_04_BUF_MIA_2209
1999_04_BUF_MIA_2306
1999_04_BUF_MIA_3872
1999_04_TB_MIN_1988
1999_04_TB_MIN_2020
1999_04_TB_MIN_2065
1999_04_TB_MIN_2261
1999_04_PHI_NYG_485
1999_04_PHI_NYG_932
1999_04_PHI_NYG_1956
1999_04_PHI_NYG_2423
1999_04_PHI_NYG_2813
1999_04_JAX_PIT_369
1999_04_JAX_PIT_819
1999_04_JAX_PIT_1075
1999_04_JAX_PIT_1310
1999_04_JAX_PIT_1694
1999_04_JAX_PIT_1743
1999_04_JAX_PIT_2406
1999_04_JAX_PIT_2682
1999_04_JAX_PIT_3548
1999_04_KC_SD_3489
